transaction_id,customer_id,transaction_date,amount,payment_method
10068,47,24-07-2022,2172.06,Card
10069,130,04-03-2021,2634.04,UPI
10070,352,19-05-2022,1912.99,Card
10071,978,30-10-2022,3729.82,Wallet
10072,845,25-03-2022,3942.52,Wallet
10073,622,04-03-2022,3840.1,UPI
10074,581,18-05-2023,3640.8,Wallet
10075,58,03-03-2022,1102.07,Wallet
10076,106,25-02-2022,1756.05,UPI
10077,812,18-11-2021,2402.24,UPI
10078,330,11-11-2022,1720.89,Card
10079,768,15-06-2021,3799.21,UPI
10080,824,20-08-2022,1713.83,Wallet
10081,683,11-10-2022,777.34,UPI
10082,383,06-04-2022,2055.3,Wallet
10083,985,04-04-2022,4901.58,Card
10084,162,08-07-2021,1206.82,UPI
10085,997,09-04-2022,3099.58,Wallet
10086,286,14-01-2022,2221.57,UPI
10087,71,02-01-2021,448.02,UPI
10088,767,10-09-2022,2490.6,UPI
10089,454,30-12-2021,3540.61,UPI
10090,886,13-03-2021,2614.78,Card
10091,567,03-03-2022,4373.32,Wallet
10092,835,30-09-2022,1515.79,UPI
10093,397,19-06-2021,522.62,Wallet
10094,515,24-07-2021,4689.17,Card
10095,26,05-04-2023,1953.16,Wallet
10096,313,03-12-2021,2924.39,Wallet
10097,126,17-04-2022,3980.82,Card
10098,408,14-07-2021,1689.14,UPI
10099,565,01-11-2022,3609.21,Wallet
10100,198,15-10-2022,763.55,Wallet
10101,811,02-10-2021,1527.34,UPI
10102,188,07-01-2021,809.08,UPI
10103,698,20-07-2022,4075.03,Wallet
10104,817,08-09-2022,1190.98,Card
10105,810,04-05-2023,3615.28,UPI
10106,716,30-04-2023,4722.16,UPI
10107,484,27-07-2022,2686.08,Card
10108,450,22-08-2022,2746.14,Wallet
10109,523,09-02-2023,2359.06,UPI
10110,871,27-06-2021,1696.86,Wallet
10111,354,30-08-2021,2430.71,Wallet
10112,986,22-07-2021,3053.76,Wallet
10113,658,27-06-2022,4931.36,Card
10114,597,12-03-2023,4695.05,Wallet
10115,100,07-04-2022,4324.55,Wallet
10116,616,21-03-2021,4456.74,UPI
10117,948,07-06-2022,2392.46,UPI
10118,558,21-02-2022,3321.48,Card
10119,556,05-02-2023,4485.83,Card
10120,278,19-01-2022,2025.46,UPI
10121,693,26-01-2022,4812.64,UPI
10122,699,15-06-2023,2137.35,Card
10123,990,10-03-2023,3045.31,Wallet
10124,626,19-11-2022,3578.04,Card
10125,491,06-05-2021,4757.9,Wallet
10126,255,09-05-2022,1298.62,UPI
10127,381,16-02-2021,3756.04,UPI
10128,892,19-12-2022,2652,UPI
10129,542,21-04-2022,1415.93,Wallet
10130,264,11-09-2022,3905.37,Card
10131,610,09-04-2022,2805.89,Wallet
10132,825,26-02-2023,3338.77,Card
10133,879,29-04-2023,1682.22,Card
10134,329,03-05-2021,2458.24,Card
10135,115,19-04-2022,3125.04,UPI
10136,276,14-05-2021,2084.06,Card
10137,488,11-09-2022,1072.03,UPI
10138,281,28-03-2023,4812.04,Card
10139,275,21-04-2023,2606.19,Card
10140,773,16-07-2022,3696.21,UPI
10141,843,29-04-2023,2114.13,UPI
10142,719,30-08-2022,1840.15,Wallet
10143,896,19-02-2023,2095.11,Card
10144,328,23-01-2021,2105.06,UPI
10145,211,20-07-2022,2766.48,Wallet
10146,727,05-06-2023,2763,Wallet
10147,923,05-02-2023,2536.05,UPI
10148,552,23-08-2021,760.45,Card
10149,992,28-02-2021,2530.77,Wallet
10150,26,13-06-2021,928.61,Card
10151,27,10-02-2023,718.07,Card
10152,702,06-04-2023,4669.96,Wallet
10153,83,04-08-2021,3064.26,UPI
10154,896,02-07-2021,3331.5,Card
10155,946,23-07-2022,2068.79,UPI
10156,682,19-10-2022,4554.01,Wallet
10157,413,31-03-2021,3225.86,Card
10158,167,07-11-2021,3868.93,UPI
10159,700,11-07-2022,1905.96,UPI
10160,169,14-09-2021,4804.06,Card
10161,801,17-06-2022,4120.26,UPI
10162,979,17-06-2022,4284.35,UPI
10163,229,21-02-2021,943.75,Wallet
10164,979,04-12-2021,1427.72,Wallet
10165,609,20-06-2021,1499.57,UPI
10166,367,08-03-2021,1427.46,UPI
10167,528,17-09-2022,4291.5,Card
10168,791,27-10-2021,256.24,Wallet
10169,647,03-11-2022,472.89,Card
10170,538,17-02-2023,1442.18,UPI
10171,864,12-04-2023,1079.38,Card
10172,524,20-08-2021,1236.11,UPI
10173,72,17-04-2023,4009.92,Wallet
10174,645,09-03-2021,2859.32,Wallet
10175,106,21-05-2022,128.28,UPI
10176,732,28-01-2021,2203.68,Wallet
10177,885,20-09-2022,2098.64,UPI
10178,965,20-02-2021,658.33,Card
10179,689,24-11-2022,3413.09,UPI
10180,282,17-09-2021,3540.28,Card
10181,133,14-08-2022,3632.38,UPI
10182,534,24-02-2023,3669.51,Wallet
10183,975,12-09-2022,100.26,UPI
10184,269,09-08-2022,4774.21,UPI
10185,412,18-11-2022,4089.62,UPI
10186,673,03-07-2021,4529.51,Wallet
10187,619,23-01-2021,176.65,UPI
10188,791,25-02-2023,4675.91,Wallet
10189,865,09-05-2021,4067.96,UPI
10190,747,18-10-2021,4202.37,Card
10191,18,12-04-2023,557.11,UPI
10192,754,16-05-2022,3720.01,Card
10193,117,05-07-2021,4803.59,Wallet
10194,798,24-04-2022,3424.88,Wallet
10195,794,25-07-2022,2895.75,UPI
10196,144,07-05-2022,4733.59,Wallet
10197,717,28-05-2022,2270.39,UPI
10198,551,05-10-2022,3036.54,Wallet
10199,929,08-03-2021,2434.06,Card
10200,666,16-03-2023,4670.95,Wallet
10201,688,12-04-2022,472.82,Card
10202,961,12-10-2021,2555.49,UPI
10203,753,24-08-2022,3466.07,UPI
10204,422,21-02-2022,3980.34,UPI
10205,898,10-04-2021,2956.79,Card
10206,369,08-07-2021,4553.7,UPI
10207,646,09-06-2023,4715.76,UPI
10208,558,08-05-2023,415.16,Card
10209,50,23-01-2022,2071.62,Wallet
10210,678,29-08-2021,214.95,UPI
10211,106,21-02-2023,1714.14,Wallet
10212,216,01-01-2023,2730.65,Wallet
10213,658,21-02-2022,4562.9,UPI
10214,923,25-06-2021,4248.12,UPI
10215,425,22-01-2022,724.75,Card
10216,72,16-04-2022,555.85,Card
10217,988,03-05-2023,2987.41,UPI
10218,842,21-08-2021,2707.38,Wallet
10219,785,25-10-2022,1405.25,Card
10220,759,28-03-2022,4507.32,Card
10221,446,04-10-2021,4644.1,UPI
10222,925,17-08-2021,2072.8,UPI
10223,186,20-06-2021,4462.48,UPI
10224,70,05-01-2023,1981.35,UPI
10225,974,01-08-2021,3710.4,Card
10226,150,09-10-2021,2432.12,Card
10227,246,10-02-2021,700.66,Card
10228,774,02-05-2021,4646.88,Wallet
10229,538,15-08-2021,2325.07,Card
10230,935,21-10-2021,3698.99,Card
10231,652,23-08-2022,1899.15,UPI
10232,99,24-09-2021,192.52,Card
10233,910,25-06-2022,592.6,Card
10234,278,29-01-2023,2531.48,Card
10235,563,08-04-2023,3480.83,UPI
10236,663,27-03-2022,1740.2,Card
10237,944,25-03-2022,3507.89,Card
10238,455,26-01-2023,3523.31,Wallet
10239,104,02-03-2021,3549.29,Wallet
10240,946,17-05-2022,2513.36,Wallet
10241,601,27-05-2021,4582.94,Wallet
10242,653,17-11-2022,2497.06,UPI
10243,725,01-03-2023,2306.3,Wallet
10244,233,30-11-2021,1076.97,Card
10245,394,31-05-2023,1607.51,Wallet
10246,501,10-06-2023,307.44,UPI
10247,695,22-05-2021,3204.32,Wallet
10248,251,13-02-2021,1317.83,Wallet
10249,521,24-05-2021,1590.36,UPI
10250,79,15-05-2023,3876.99,UPI
10251,52,29-11-2021,1703.38,UPI
10252,898,12-05-2022,1286.76,UPI
10253,921,31-01-2022,928.38,UPI
10254,781,24-02-2021,3896.81,UPI
10255,226,03-11-2021,735.56,Card
10256,51,20-05-2023,2323.39,Wallet
10257,186,27-02-2022,2583.96,Wallet
10258,34,21-02-2022,3468.21,UPI
10259,803,04-11-2022,3203.09,UPI
10260,742,08-03-2023,4072.53,Card
10261,131,21-11-2021,319.28,Card
10262,632,11-12-2022,1552.56,UPI
10263,443,02-11-2022,1472.66,Card
10264,838,21-03-2021,815.48,Card
10265,759,31-01-2021,1516.97,UPI
10266,432,22-04-2021,1617.85,UPI
10267,704,12-07-2022,2657.23,UPI
10268,497,15-05-2023,3352.15,UPI
10269,403,18-12-2022,1967.39,Wallet
10270,323,18-07-2022,3625.4,Wallet
10271,210,12-10-2022,1747.21,UPI
10272,615,17-04-2022,1522.39,Card
10273,329,15-03-2021,2751.82,UPI
10274,372,07-07-2022,216.21,Wallet
10275,460,24-04-2022,490.97,Card
10276,133,12-08-2022,2148.05,Wallet
10277,835,22-01-2022,4720.27,UPI
10278,651,30-11-2022,3635.41,Wallet
10279,121,01-06-2023,531.82,Wallet
10280,606,18-07-2022,4246.96,Wallet
10281,452,09-03-2022,3688.27,Card
10282,965,16-02-2022,3093.64,Wallet
10283,129,12-04-2022,4119.44,Card
10284,91,22-08-2022,2080.14,UPI
10285,604,13-09-2022,1185.36,UPI
10286,575,07-01-2023,2608.91,Wallet
10287,29,05-09-2021,2789.32,Card
10288,722,04-08-2022,2737.8,UPI
10289,524,30-04-2021,2868.86,Card
10290,333,08-03-2021,4748.65,Card
10291,297,27-07-2022,4521,Wallet
10292,130,23-11-2021,4391.01,Wallet
10293,293,04-12-2022,4026.94,Card
10294,173,15-04-2022,4722.8,Card
10295,720,08-05-2022,582.62,Wallet
10296,944,02-12-2022,1399.1,Card
10297,24,25-10-2022,2525.77,Wallet
10298,99,13-10-2021,4248.02,Card
10299,406,31-08-2022,2575.31,Wallet
10300,356,08-11-2021,3765.37,Card
10301,139,05-11-2021,780.9,Wallet
10302,503,14-02-2023,1336.83,Card
10303,826,07-04-2021,3685.7,UPI
10304,174,23-04-2021,907.2,UPI
10305,29,29-09-2022,1821.64,Card
10306,931,01-04-2022,1397.84,UPI
10307,496,08-04-2022,1814.32,Card
10308,655,12-05-2021,3570.79,Card
10309,828,01-05-2021,1902.45,UPI
10310,351,16-07-2021,2820.79,Card
10311,554,17-03-2023,589.67,Wallet
10312,299,27-04-2022,4044.59,Card
10313,720,26-09-2022,1912.45,Card
10314,842,05-03-2023,3277.82,UPI
10315,945,16-06-2023,3654.41,Wallet
10316,192,11-02-2023,1127.34,Card
10317,672,08-02-2021,4434.91,Card
10318,64,20-07-2022,3119.5,Card
10319,755,27-05-2022,2200.75,Card
10320,770,19-04-2022,993.44,Card
10321,664,10-06-2021,4717.27,Card
10322,215,16-10-2021,3799.83,Wallet
10323,834,19-07-2021,1119.32,Wallet
10324,166,27-02-2023,1754.78,Card
10325,543,12-06-2022,4067.4,Card
10326,883,16-11-2022,3508.82,UPI
10327,232,18-05-2022,3852.34,Wallet
10328,794,05-09-2021,2261.89,Wallet
10329,541,18-01-2022,3610.73,Card
10330,195,06-08-2021,1993.82,Wallet
10331,506,28-03-2021,1135.19,Wallet
10332,334,23-03-2021,3200.12,UPI
10333,768,03-03-2021,4882.47,UPI
10334,793,10-03-2023,1621.94,Wallet
10335,304,15-05-2022,2358.75,Wallet
10336,833,11-02-2021,3402.61,Wallet
10337,437,12-01-2021,2753.38,Card
10338,323,13-04-2023,4232.8,UPI
10339,502,16-01-2023,3832.54,Card
10340,858,21-04-2023,385.66,UPI
10341,914,05-10-2022,4992.26,UPI
10342,393,25-04-2021,3786.77,UPI
10343,806,06-08-2021,4333.13,Wallet
10344,599,11-10-2022,3290.87,UPI
10345,149,16-04-2021,4295.8,Card
10346,761,22-11-2022,650.68,UPI
10347,833,12-06-2022,1803.92,Card
10348,405,17-04-2022,4394.46,UPI
10349,283,24-01-2023,1088.11,UPI
10350,362,26-04-2023,483.39,Wallet
10351,379,12-06-2023,3961.78,Card
10352,198,22-01-2022,4193.88,UPI
10353,556,14-08-2021,897,UPI
10354,356,26-04-2022,4286.3,Card
10355,540,24-01-2023,3465.16,UPI
10356,429,12-02-2022,2648.41,Wallet
10357,17,02-04-2022,4168.23,Card
10358,639,15-10-2022,2154.32,Wallet
10359,379,17-06-2023,1050.57,Card
10360,680,12-12-2022,1495.78,Card
10361,506,16-09-2022,2575.3,Card
10362,756,01-10-2022,2703.52,UPI
10363,899,21-01-2021,4047.35,Card
10364,76,21-10-2022,3977.63,Card
10365,231,24-08-2022,2948.7,Card
10366,716,26-03-2023,3925.85,Wallet
10367,962,22-07-2021,1039.69,Card
10368,248,21-02-2022,345.32,UPI
10369,302,20-02-2022,4380.81,Card
10370,726,24-03-2022,470.22,Card
10371,215,27-05-2022,1308.77,Wallet
10372,158,26-03-2021,3507.06,UPI
10373,69,16-06-2021,2106.29,UPI
10374,393,19-01-2022,4393.94,UPI
10375,85,13-04-2022,1560.1,Card
10376,267,13-03-2021,158.17,Card
10377,69,21-03-2023,1573.21,UPI
10378,611,05-06-2022,2932.57,UPI
10379,347,04-03-2023,1942.1,Wallet
10380,962,18-04-2022,2720.88,UPI
10381,728,15-09-2021,4395.33,Card
10382,927,02-10-2021,4571.18,Card
10383,673,20-01-2023,1403.27,Card
10384,423,20-01-2021,2364.49,Wallet
10385,606,05-05-2022,2790.81,UPI
10386,174,15-01-2023,4750.65,Card
10387,677,05-05-2022,4993.22,Wallet
10388,115,03-01-2023,1253.5,Wallet
10389,220,22-11-2021,3662.2,Card
10390,956,13-06-2022,1952.35,Wallet
10391,31,11-06-2023,139.73,Wallet
10392,523,30-03-2021,145.34,Card
10393,343,01-05-2022,2356.77,Wallet
10394,377,09-12-2022,2492.84,Card
10395,130,16-12-2021,210.59,Card
10396,1000,25-03-2021,3465.94,Wallet
10397,617,22-01-2022,1540.62,Card
10398,539,28-03-2021,2843.48,Card
10399,739,03-11-2021,1574.5,UPI
10400,2,30-04-2023,918.96,Card
10401,871,03-06-2021,2095.15,UPI
10402,101,16-03-2022,1238.14,UPI
10403,533,10-01-2023,2720.52,UPI
10404,58,21-09-2021,1074.26,UPI
10405,389,05-01-2023,2591.19,Wallet
10406,692,25-02-2022,871.15,Wallet
10407,941,08-05-2022,3387.78,Card
10408,341,25-09-2022,3794.29,Card
10409,861,15-02-2022,640.93,Card
10410,20,22-06-2021,2392.23,Wallet
10411,255,04-01-2021,447.27,UPI
10412,317,04-05-2023,3031.09,Wallet
10413,38,02-10-2022,1395.58,Wallet
10414,660,17-04-2022,2685.36,Card
10415,537,20-04-2021,2635.56,Card
10416,386,17-05-2023,4629.34,Card
10417,633,06-02-2021,2790.51,UPI
10418,928,06-08-2022,2956.69,UPI
10419,26,12-03-2023,2068.1,Wallet
10420,454,31-01-2021,4750.49,UPI
10421,681,16-01-2022,3908.21,Card
10422,323,25-09-2021,1498.49,UPI
10423,737,11-01-2021,4236.63,UPI
10424,513,10-12-2021,2218.74,UPI
10425,819,20-04-2023,4160.47,UPI
10426,773,28-06-2022,4132.15,Card
10427,13,23-07-2022,1025.46,Card
10428,915,15-06-2021,3535.59,Wallet
10429,908,01-12-2022,1524.15,Wallet
10430,560,08-12-2021,1557.71,Wallet
10431,921,27-04-2022,1552.11,UPI
10432,825,19-01-2021,3655.28,UPI
10433,371,20-09-2022,1226.15,Card
10434,291,03-07-2021,104.44,Wallet
10435,332,21-02-2023,3604.66,Card
10436,606,29-06-2022,938.81,Wallet
10437,261,10-01-2021,611.96,Wallet
10438,994,15-08-2022,1263.83,Wallet
10439,790,11-07-2021,1961.51,UPI
10440,871,16-11-2021,2431.94,Wallet
10441,205,03-12-2022,318.39,Wallet
10442,697,03-08-2022,4855.81,UPI
10443,687,20-04-2022,3608.71,Wallet
10444,950,10-05-2023,1683.65,UPI
10445,387,29-09-2022,1661.62,UPI
10446,892,03-03-2022,2297.86,Card
10447,821,28-04-2023,3168.6,UPI
10448,468,28-02-2021,817.23,UPI
10449,415,12-03-2022,1025.76,UPI
10450,69,07-04-2021,4311.23,Wallet
10451,472,11-05-2022,1355.65,Card
10452,104,26-02-2023,1962.96,Wallet
10453,758,23-10-2022,4369.23,UPI
10454,161,05-10-2021,3349.42,UPI
10455,200,22-09-2021,1774.39,Card
10456,216,09-01-2021,3450.13,Card
10457,946,02-04-2022,196.45,UPI
10458,212,06-03-2023,3704.65,UPI
10459,508,30-09-2021,2486.38,Wallet
10460,16,24-03-2023,4084.59,UPI
10461,498,08-01-2021,4777.72,Wallet
10462,884,27-07-2021,4636.36,Card
10463,332,29-09-2022,4555.4,Wallet
10464,717,03-05-2021,2609.63,UPI
10465,877,02-02-2021,1864.7,Wallet
10466,551,28-05-2022,2378.67,Wallet
10467,601,23-07-2021,3480.49,Card
10468,942,02-06-2022,4431.59,Wallet
10469,256,20-03-2023,1114.23,UPI
10470,992,01-06-2022,4599.15,Wallet
10471,766,19-03-2022,4094.38,Wallet
10472,728,15-08-2022,4896.39,Wallet
10473,880,25-02-2023,4413.23,UPI
10474,815,20-11-2022,1471.69,Wallet
10475,172,30-04-2023,619.18,UPI
10476,649,13-04-2023,649.98,Wallet
10477,1000,05-12-2021,1526.99,Card
10478,498,14-03-2022,3109.5,Card
10479,471,21-03-2022,4041.17,Card
10480,384,16-05-2021,4506.33,UPI
10481,690,22-01-2022,3156.39,UPI
10482,589,25-01-2021,127.59,UPI
10483,700,21-05-2022,1012.95,Wallet
10484,507,21-11-2021,588.66,UPI
10485,992,26-11-2022,1880.29,UPI
10486,527,11-11-2022,2556.62,UPI
10487,804,04-12-2021,312.65,UPI
10488,831,21-11-2022,1807.54,Card
10489,325,04-06-2023,977.98,Wallet
10490,214,05-04-2021,3270.64,Card
10491,208,29-06-2022,2374.93,Wallet
10492,169,15-09-2022,2527.06,Wallet
10493,330,26-05-2021,2195.69,Card
10494,280,12-06-2023,4784.5,UPI
10495,978,19-08-2021,1152.2,Card
10496,305,23-02-2023,2631.65,Wallet
10497,146,28-04-2023,3706.49,Wallet
10498,775,10-05-2022,2828.54,UPI
10499,516,07-02-2021,4652.2,Card
10500,90,01-03-2022,1952.04,Wallet
10501,453,09-10-2022,2372.01,Card
10502,60,26-04-2023,533.76,UPI
10503,311,17-01-2023,3084.1,UPI
10504,528,13-03-2022,1512.24,Wallet
10505,227,11-04-2023,885.51,UPI
10506,474,03-01-2022,2768.2,Wallet
10507,978,11-12-2021,2708.32,Wallet
10508,541,09-06-2021,471.77,UPI
10509,663,04-07-2022,3521.26,UPI
10510,757,24-10-2022,3156.48,Card
10511,782,31-03-2023,1026.18,Card
10512,79,25-06-2022,2400.23,Wallet
10513,433,24-05-2021,3629.58,Card
10514,801,11-08-2022,2694.24,Wallet
10515,153,19-10-2022,2037.9,UPI
10516,789,11-01-2023,1679.46,UPI
10517,401,30-07-2022,3090.93,Card
10518,279,09-05-2023,4701.63,Wallet
10519,57,11-12-2021,3391.55,Wallet
10520,977,26-09-2021,466.25,Card
10521,186,20-04-2023,2357.36,Wallet
10522,398,27-11-2022,4465.04,Wallet
10523,605,12-02-2023,562.87,UPI
10524,788,25-09-2021,4945.49,Wallet
10525,158,18-06-2021,4750.44,Wallet
10526,787,10-02-2023,483.54,Wallet
10527,693,09-01-2023,4673.73,Card
10528,359,02-02-2021,1879.35,Card
10529,440,12-01-2022,4239.07,Card
10530,589,02-08-2021,2150.08,Wallet
10531,466,16-07-2022,2260.19,Wallet
10532,663,16-03-2022,3207.79,Card
10533,446,07-05-2022,3894.94,Card
10534,750,28-01-2022,265.57,Wallet
10535,801,04-05-2022,3006.46,Wallet
10536,743,23-12-2022,1014.99,UPI
10537,488,29-01-2021,1795.15,Card
10538,530,08-02-2021,1805.05,Wallet
10539,73,09-05-2023,2398.4,Card
10540,929,04-09-2022,1737.27,Card
10541,928,22-06-2021,626.07,Card
10542,701,17-01-2021,813.58,UPI
10543,950,25-02-2021,263.85,Wallet
10544,17,14-08-2021,2404.22,Wallet
10545,531,12-07-2022,4776.79,Card
10546,731,08-03-2021,666.81,Wallet
10547,326,16-07-2021,4736.7,UPI
10548,995,16-10-2022,3693.47,Card
10549,632,15-04-2023,3223.74,UPI
10550,613,23-01-2021,3261.86,UPI
10551,546,29-08-2022,4150.97,Wallet
10552,596,24-01-2023,623.91,Wallet
10553,921,25-08-2021,2573.3,UPI
10554,708,20-07-2022,3515.75,Wallet
10555,842,18-05-2021,2975.42,UPI
10556,202,18-04-2022,4180.62,UPI
10557,344,25-04-2023,454.13,Card
10558,853,23-02-2023,3484.44,UPI
10559,523,07-07-2022,2716.74,UPI
10560,859,02-09-2022,1957.89,Wallet
10561,400,26-11-2022,1767.35,Card
10562,218,02-10-2022,3142.08,Wallet
10563,445,17-08-2021,4465.88,Card
10564,765,13-11-2021,2531.26,Wallet
10565,222,21-08-2022,4141.14,UPI
10566,383,07-02-2023,2070.57,Card
10567,881,22-12-2022,601.73,Card
10568,592,28-12-2022,401.38,Card
10569,7,05-06-2023,351.54,Card
10570,272,04-09-2022,1962.74,Wallet
10571,739,15-07-2022,1752.46,Wallet
10572,16,20-07-2021,3617.89,Card
10573,424,15-09-2021,3739.83,Card
10574,524,25-04-2022,349.18,Card
10575,803,07-06-2023,1183.5,Wallet
10576,753,27-06-2021,1443.88,Card
10577,21,27-01-2023,2783.3,Card
10578,690,03-05-2021,808.12,Card
10579,939,08-12-2021,756.31,Wallet
10580,228,20-06-2021,4724.57,UPI
10581,785,25-04-2023,4040.59,UPI
10582,288,10-10-2022,985.21,Wallet
10583,809,28-02-2021,2092.18,UPI
10584,134,06-12-2022,1842.55,Card
10585,984,10-04-2022,3975.92,Card
10586,283,19-02-2023,2600.04,Wallet
10587,404,17-09-2021,726.46,Wallet
10588,665,08-01-2022,3721.06,UPI
10589,66,05-04-2021,2044.75,UPI
10590,649,05-05-2021,1388.33,Card
10591,604,10-02-2021,1939.94,Wallet
10592,437,10-06-2023,2539.01,UPI
10593,829,11-09-2021,1781.27,UPI
10594,934,07-01-2021,1285.34,Card
10595,259,16-04-2022,2052.66,Card
10596,980,29-12-2022,193.95,Card
10597,966,26-05-2022,3885.24,Card
10598,103,04-08-2022,937.63,UPI
10599,993,10-03-2021,315.13,Wallet
10600,567,22-03-2021,3303.12,Wallet
10601,769,26-06-2022,3892.29,Card
10602,101,08-08-2022,4087.76,Card
10603,198,19-09-2021,2518.19,UPI
10604,813,30-03-2021,1106.3,Card
10605,226,27-07-2021,3712.42,Wallet
10606,943,01-08-2021,3528.59,Card
10607,463,14-04-2023,1306.73,Wallet
10608,237,23-09-2021,4526.7,Card
10609,26,20-10-2021,611.42,Card
10610,121,26-07-2021,4915.17,Wallet
10611,910,29-11-2021,4315.21,UPI
10612,506,18-03-2021,3470.7,UPI
10613,182,15-10-2021,4699.87,Card
10614,711,16-02-2021,3639.32,Card
10615,814,14-09-2022,1033.24,Wallet
10616,767,19-07-2021,2266.57,Wallet
10617,634,03-03-2022,450.36,Card
10618,543,29-07-2021,2009.32,Wallet
10619,984,07-06-2023,3733.85,UPI
10620,315,24-02-2022,1993.57,UPI
10621,991,03-06-2021,1718.44,Wallet
10622,797,06-06-2022,3017.24,Wallet
10623,618,19-02-2022,4373.8,Wallet
10624,736,19-12-2021,333.16,UPI
10625,273,06-06-2021,1988.81,Card
10626,910,18-09-2021,875.38,Wallet
10627,232,18-03-2021,3507.24,Wallet
10628,420,08-02-2023,618.05,Wallet
10629,768,03-05-2022,3357.56,Card
10630,442,11-05-2021,1502.29,Wallet
10631,496,02-08-2022,1074.69,Wallet
10632,24,31-03-2022,4688.13,UPI
10633,109,10-01-2023,190.77,Wallet
10634,703,12-06-2021,2245.11,UPI
10635,502,15-01-2021,205.97,Card
10636,859,20-08-2021,2469.61,Wallet
10637,25,14-07-2021,2555.13,Wallet
10638,187,11-05-2023,1676.15,UPI
10639,288,26-06-2022,747.59,Card
10640,628,25-12-2021,1944.3,Card
10641,338,30-04-2023,3394.09,UPI
10642,878,27-11-2021,3933.74,Card
10643,914,03-03-2022,2700.68,Card
10644,37,12-05-2022,2990.19,Card
10645,794,08-04-2023,1083.02,Card
10646,137,01-05-2022,1507.92,Card
10647,508,19-03-2023,893.29,Card
10648,227,25-03-2022,1321.55,Card
10649,320,17-02-2022,1201.95,Card
10650,840,26-11-2021,2645.3,Wallet
10651,916,02-01-2023,2857.17,UPI
10652,182,08-06-2023,4730.24,Card
10653,874,27-05-2021,1058.3,UPI
10654,86,16-09-2021,3244.21,Card
10655,467,19-10-2021,4104.57,Card
10656,926,22-03-2023,2845.18,Wallet
10657,53,23-05-2021,1349.52,UPI
10658,860,17-01-2023,1386.5,UPI
10659,867,19-09-2022,292.34,Wallet
10660,235,31-12-2021,1596.68,Wallet
10661,959,31-03-2021,3748.56,UPI
10662,779,21-12-2022,332.84,Card
10663,799,13-06-2021,1174.55,Card
10664,433,26-04-2022,3560.54,UPI
10665,496,25-03-2021,3934.99,Card
10666,999,18-03-2021,2331.06,Wallet
10667,100,04-11-2022,3520.56,Wallet
10668,990,01-06-2022,2000.97,Wallet
10669,599,30-04-2022,883.57,UPI
